data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
30/10/16,Köln,Hamburg,3,0,Vitória Mandante,0,0,D,18,9,6,2,7,4,16,17,3,1,0,1,11,3,3,2,5
30/10/16,Hoffenheim,Hertha BSC,1,0,Vitória Mandante,1,0,H,24,5,7,2,7,3,10,20,0,4,0,0,10,1,0,4,4
04/11/16,Hertha BSC,M'Gladbach,3,0,Vitória Mandante,2,0,H,12,11,6,2,4,1,14,16,2,2,0,1,5,3,2,3,5
05/11/16,Bayern Munich,Hoffenheim,1,1,Empate,1,1,D,21,5,5,3,8,1,7,25,0,2,0,0,9,2,0,2,2
05/11/16,Eint Frankfurt,Köln,1,0,Vitória Mandante,1,0,H,8,6,1,1,4,5,20,10,3,3,0,0,9,1,3,3,6
05/11/16,Freiburg,Wolfsburg,0,3,Vitória Visitante,0,1,A,12,13,2,5,6,9,10,19,3,2,1,0,15,3,4,2,6
05/11/16,Hamburg,Dortmund,2,5,Vitória Visitante,0,3,A,14,10,6,6,5,3,13,15,2,0,0,0,8,7,2,0,2
05/11/16,Ingolstadt,Augsburg,0,2,Vitória Visitante,0,0,D,14,13,5,5,3,6,15,14,2,1,1,0,9,2,3,1,4
05/11/16,Leverkusen,Darmstadt,3,2,Vitória Mandante,1,0,H,12,6,4,3,6,5,10,10,0,1,0,0,11,5,0,1,1
06/11/16,RB Leipzig,Mainz 05,3,1,Vitória Mandante,3,0,H,15,11,5,3,3,6,13,12,0,3,0,0,9,4,0,3,3
06/11/16,Schalke 04,Werder Bremen,3,1,Vitória Mandante,2,1,H,24,8,6,5,3,6,13,14,2,3,0,0,9,4,2,3,5
18/11/16,Leverkusen,RB Leipzig,2,3,Vitória Visitante,2,1,H,12,11,6,4,6,9,13,15,1,3,0,0,15,5,1,3,4
19/11/16,Augsburg,Hertha BSC,0,0,Empate,0,0,D,9,10,3,4,4,3,14,16,3,1,0,0,7,0,3,1,4
19/11/16,Darmstadt,Ingolstadt,0,1,Vitória Visitante,0,0,D,18,15,4,7,8,11,19,15,1,4,0,0,19,1,1,4,5
19/11/16,Dortmund,Bayern Munich,1,0,Vitória Mandante,1,0,H,11,18,4,3,3,9,14,14,3,2,0,0,12,1,3,2,5
